"Generate a 3-day travel itinerary from 2022-03-21 to 2022-03-23, for 3 people, traveling from Bangor to Washington with a budget of $3100. Accommodation must allow pets. The room should be a(n) entire room.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Bangor to Washington"",
            ""transportation"": ""Flight Number: F3787709, from Bangor to Washington, Departure Time: 05:38, Arrival Time: 07:22"",
            ""attraction"": ""Seattle Aquarium, Washington; Beneath the Streets, Washington; The Gum Wall, Washington."",
            ""accommodation"": ""Cozy LIC Loft-Style Apt- Minutes to Manhattan, Washington""
        },
        {
            ""day"": 2,
            ""current_city"": ""Washington"",
            ""transportation"": ""-"",
            ""attraction"": ""Wings Over Washington, Washington; Discovery Park, Washington; Washington Park Arboretum, Washington."",
            ""accommodation"": ""Cozy LIC Loft-Style Apt- Minutes to Manhattan, Washington""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Washington to Bangor"",
            ""transportation"": ""Flight Number: F3797033, from Washington to Bangor, Departure Time: 21:54, Arrival Time: 23:30"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-07 to 2022-03-09, for 3 people, traveling from Atlanta to Chattanooga with a budget of $3600. The room should be a(n) entire room.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Atlanta to Chattanooga"",
            ""transportation"": ""Flight Number: F3648407, from Atlanta to Chattanooga, Departure Time: 12:43, Arrival Time: 13:29"",
            ""attraction"": ""The Chattanooga Zoo at Warner Park, Chattanooga; Rock City Gardens, Chattanooga."",
            ""accommodation"": ""Luxury & Charm. Steps from Christopher Park!, Chattanooga""
        },
        {
            ""day"": 2,
            ""current_city"": ""Chattanooga"",
            ""transportation"": ""-"",
            ""attraction"": ""Tennessee Aquarium, Chattanooga; Coolidge Park, Chattanooga."",
            ""accommodation"": ""Luxury & Charm. Steps from Christopher Park!, Chattanooga""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Chattanooga to Atlanta"",
            ""transportation"": ""Flight Number: F3780258, from Chattanooga to Atlanta, Departure Time: 06:58, Arrival Time: 07:45"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-02 to 2022-03-04, for 1 person, traveling from Buffalo to Atlanta with a budget of $1100.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Buffalo to Atlanta"",
            ""transportation"": ""Flight Number: F3555201, from Buffalo to Atlanta, Departure Time: 12:44, Arrival Time: 14:33"",
            ""attraction"": ""Georgia Aquarium, Atlanta; World of Coca-Cola, Atlanta."",
            ""accommodation"": ""Bright, Modern, Clean, Spacious, Brooklyn Home, Atlanta""
        },
        {
            ""day"": 2,
            ""current_city"": ""Atlanta"",
            ""transportation"": ""-"",
            ""attraction"": ""Centennial Olympic Park, Atlanta; High Museum of Art, Atlanta."",
            ""accommodation"": ""Bright, Modern, Clean, Spacious, Brooklyn Home, Atlanta""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Atlanta to Buffalo"",
            ""transportation"": ""-Flight Number: F3500648, from Atlanta to Buffalo, Departure Time: 21:24, Arrival Time: 23:26",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-04 to 2022-03-06, for 1 person, traveling from Ontario to Honolulu with a budget of $3200.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Ontario to Honolulu"",
            ""transportation"": ""Flight Number: F3584294, from Ontario to Honolulu, Departure Time: 10:11, Arrival Time: 14:46"",
            ""attraction"": ""Iolani Palace, Honolulu; Bishop Museum, Honolulu; Aloha Tower, Honolulu."",
            ""accommodation"": ""Park, Subway & All Conveniences, Honolulu""
        },
        {
            ""day"": 2,
            ""current_city"": ""from Ontario to Honolulu"",
            ""transportation"": ""-"",
            ""attraction"": ""Honolulu Zoo, Honolulu; Waikiki Aquarium, Honolulu; Waikīkī Beach, Honolulu."",
            ""accommodation"": ""Park, Subway & All Conveniences, Honolulu""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Honolulu to Ontario"",
            ""transportation"": ""Flight Number: F3584327, from Honolulu to Ontario, Departure Time: 14:35, Arrival Time: 22:02"",
            ""attraction"": ""Honolulu Museum of Art (HoMA), Honolulu; Duke Paoa Kahanamoku Statue, Honolulu."",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-05 to 2022-03-07, for 1 person, traveling from Detroit to San Diego with a budget of $3000.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Detroit to San Diego"",
            ""transportation"": ""Flight Number: F3528556, from Detroit to San Diego, Departure Time: 08:33, Arrival Time: 10:36"",
            ""attraction"": ""Cabrillo National Monument, San Diego; La Jolla Shores Park, San Diego."",
            ""accommodation"": ""Spacious Room in Large 2 Bedroom Prewar Apartment, San Diego""
        },
        {
            ""day"": 2,
            ""current_city"": ""San Diego"",
            ""transportation"": ""-"",
            ""attraction"": ""California Tower, San Diego; SeaWorld San Diego, San Diego; Old Town San Diego, San Diego."",
            ""accommodation"": ""Spacious Room in Large 2 Bedroom Prewar Apartment, San Diego""
        },
        {
            ""day"": 3,
            ""current_city"": ""from San Diego to Detroit"",
            ""transportation"": ""Flight Number: F3519973, from San Diego to Detroit, Departure Time: 22:22, Arrival Time: 05:24"",
            ""attraction"": ""Balboa Park, San Diego; Seaport Village, San Diego."",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-23 to 2022-03-25, for 1 person, traveling from Missoula to Dallas with a budget of $1900.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Missoula to Dallas"",
            ""transportation"": ""Flight Number: F3604254, from Missoula to Dallas, Departure Time: 14:27, Arrival Time: 18:26"",
            ""attraction"": ""The Dallas World Aquarium, Dallas; The Sixth Floor Museum at Dealey Plaza, Dallas."",
            ""accommodation"": ""Charming Suite in Historic Home, Dallas""
        },
        {
            ""day"": 2,
            ""current_city"": ""Dallas"",
            ""transportation"": ""-"",
            ""attraction"": ""Reunion Tower, Dallas; Dallas Museum of Art, Dallas; The Dallas Arboretum and Botanical Garden, Dallas."",
            ""accommodation"": ""Charming Suite in Historic Home, Dallas""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Dallas to Missoula"",
            ""transportation"": ""Flight Number: F3604227, from Dallas to Missoula, Departure Time: 11:28, Arrival Time: 13:48"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-28 to 2022-03-30, for 1 person, traveling from Boston to San Juan with a budget of $1400.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Boston to San Juan"",
            ""transportation"": ""Flight Number: F3619758, from Boston to San Juan, Departure Time: 08:17, Arrival Time: 12:48"",
            ""attraction"": ""Castillo San Felipe del Morro, San Juan; Paseo de La Princesa, San Juan."",
            ""accommodation"": ""*WINTER DISCOUNT WILLIAMSBURG CHIC W/PRIVATE P..., San Juan""
        },
        {
            ""day"": 2,
            ""current_city"": ""San Juan"",
            ""transportation"": ""-"",
            ""attraction"": ""Parque de las Palomas, San Juan; Casa Blanca, San Juan; Castillo San Crist\u00f3bal, San Juan."",
            ""accommodation"": ""*WINTER DISCOUNT WILLIAMSBURG CHIC W/PRIVATE P..., San Juan""
        },
        {
            ""day"": 3,
            ""current_city"": ""from San Juan to Boston"",
            ""transportation"": ""Flight Number: F3764590, from San Juan to Boston, Departure Time: 18:50, Arrival Time: 23:02"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-02 to 2022-03-04, for 1 person, traveling from Sarasota to Philadelphia with a budget of $2100.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Sarasota to Philadelphia"",
            ""transportation"": ""Flight Number: F3797423, from Sarasota to Philadelphia, Departure Time: 11:54, Arrival Time: 14:46"",
            ""attraction"": ""The Franklin Institute, Philadelphia; Independence National Historical Park, Philadelphia."",
            ""accommodation"": ""Brooklyn Room in Hip Neighborhood - Close to Transportation, Philadelphia""
        },
        {
            ""day"": 2,
            ""current_city"": ""Philadelphia"",
            ""transportation"": ""-"",
            ""attraction"": ""Philadelphia's Magic Gardens, Philadelphia; Philadelphia Museum of Art, Philadelphia."",
            ""accommodation"": ""Brooklyn Room in Hip Neighborhood - Close to Transportation, Philadelphia""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Philadelphia to Sarasota"",
            ""transportation"": ""Flight Number: F3559150, from Philadelphia to Sarasota, Departure Time: 19:20, Arrival Time: 21:48"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-29 to 2022-03-31, for 1 person, traveling from Minneapolis to Seattle with a budget of $1800.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Minneapolis to Seattle"",
            ""transportation"": ""Flight Number: F3526653, from Minneapolis to Seattle, Departure Time: 08:51, Arrival Time: 10:11"",
            ""attraction"": ""Seattle Aquarium, Seattle; The Seattle Great Wheel, Seattle."",
            ""accommodation"": ""Shared Apartment by Times Square Manhattan, Seattle""
        },
        {
            ""day"": 2,
            ""current_city"": ""Seattle"",
            ""transportation"": ""-"",
            ""attraction"": ""Chihuly Garden and Glass, Seattle; Olympic Sculpture Park, Seattle."",
            ""accommodation"": ""Shared Apartment by Times Square Manhattan, Seattle""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Seattle to Minneapolis"",
            ""transportation"": ""Flight Number: F3509967, from Seattle to Minneapolis, Departure Time: 00:44, Arrival Time: 06:19"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-29 to 2022-03-31, for 1 person, traveling from St. Louis to Las Vegas with a budget of $1300.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from St. Louis to Las Vegas"",
            ""transportation"": ""Flight Number: F3963082, from St. Louis to Las Vegas, Departure Time: 08:34, Arrival Time: 10:03"",
            ""attraction"": ""The Mob Museum, Las Vegas; Eiffel Tower Viewing Deck, Las Vegas."",
            ""accommodation"": ""Cozy modern stay, Las Vegas""
        },
        {
            ""day"": 2,
            ""current_city"": ""Las Vegas"",
            ""transportation"": ""-"",
            ""attraction"": ""AREA15, Las Vegas; The Neon Museum Las Vegas, Las Vegas."",
            ""accommodation"": ""Cozy modern stay, Las Vegas""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Las Vegas to St. Louis"",
            ""transportation"": ""Flight Number: F3991096, from Las Vegas to St. Louis, Departure Time: 14:33, Arrival Time: 19:30"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-03 to 2022-03-05, for 1 person, traveling from Spokane to San Francisco with a budget of $1200.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Spokane to San Francisco"",
            ""transportation"": ""Flight Number: F3818870, from Spokane to San Francisco, Departure Time: 17:38, Arrival Time: 19:54"",
            ""attraction"": ""Golden Gate Bridge, Golden Gate Park, PIER 39"",
            ""accommodation"": ""Cozy, spacious Studio located on Upper East Side, San Francisco""
        },
        {
            ""day"": 2,
            ""current_city"": ""San Francisco"",
            ""transportation"": ""-"",
            ""attraction"": ""Coit Tower, Union Square, Exploratorium, San Francisco Botanical Garden, San Francisco Museum of Modern Art"",
            ""accommodation"": ""Cozy, spacious Studio located on Upper East Side, San Francisco""
        },
        {
            ""day"": 3,
            ""current_city"": ""from San Francisco to Spokane"",
            ""transportation"": ""Flight Number: F3840215, from San Francisco to Spokane, Departure Time: 16:21, Arrival Time: 18:29"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-01 to 2022-03-03, for 1 person, traveling from St. Louis to Washington with a budget of $1500.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from St. Louis to Washington"",
            ""transportation"": ""Flight Number: F3937821, from St. Louis to Washington, Departure Time: 16:20, Arrival Time: 19:05"",
            ""attraction"": ""The Gum Wall, Washington"",
            ""accommodation"": ""Comfortable & Cozy Times Square Apt, Washington""
        },
        {
            ""day"": 2,
            ""current_city"": ""Washington"",
            ""transportation"": ""-"",
            ""attraction"": ""Wings Over Washington, Washington; International Fountain, Washington."",
            ""accommodation"": ""Comfortable & Cozy Times Square Apt, Washington""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Washington to St. Louis"",
            ""transportation"": ""Flight Number: F3949461, from Washington to St. Louis, Departure Time: 14:49, Arrival Time: 16:09"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-27 to 2022-03-29, for 1 person, traveling from Denver to Palm Springs with a budget of $2200.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Denver to Palm Springs"",
            ""transportation"": ""Flight Number: F3880936, from Denver to Palm Springs, Departure Time: 17:08, Arrival Time: 18:13"",
            ""attraction"": ""Palm Springs Art Museum, Palm Springs; Walk of the Stars Palm Springs, Palm Springs."",
            ""accommodation"": ""Brooklyn Gem, Palm Springs""
        },
        {
            ""day"": 2,
            ""current_city"": ""Palm Springs"",
            ""transportation"": ""-"",
            ""attraction"": ""Moorten Botanical Garden, Palm Springs; Palm Springs Aerial Tramway, Palm Springs."",
            ""accommodation"": ""Brooklyn Gem, Palm Springs""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Palm Springs to Denver"",
            ""transportation"": ""Flight Number: F3870938, from Palm Springs to Denver, Departure Time: 13:50, Arrival Time: 16:50"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-24 to 2022-03-26, for 1 person, traveling from Providence to Orlando with a budget of $1800.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Providence to Orlando"",
            ""transportation"": ""Flight Number: F3763889, from Providence to Orlando, Departure Time: 16:12, Arrival Time: 19:47"",
            ""attraction"": ""Gatorland, Orlando; The Wizarding World of Harry Potter - Diagon Alley, Orlando."",
            ""accommodation"": ""Rare Find: SUNNY, LARGE DUPLEX Chelsea 2BR 2BA, Orlando""
        },
        {
            ""day"": 2,
            ""current_city"": ""Orlando"",
            ""transportation"": ""-"",
            ""attraction"": ""Universal Orlando Resort, Orlando; The Wizarding World of Harry Potter - Hogsmeade, Orlando."",
            ""accommodation"": ""Rare Find: SUNNY, LARGE DUPLEX Chelsea 2BR 2BA, Orlando""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Orlando to Providence"",
            ""transportation"": ""Flight Number: F3764139, from Orlando to Providence, Departure Time: 22:06, Arrival Time: 00:52"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-14 to 2022-03-16, for 4 people, traveling from New York to Reno with a budget of $11300. Accommodation must allow children.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from New York to Reno"",
            ""transportation"": ""Flight Number: F3767722, from New York to Reno, Departure Time: 21:02, Arrival Time: 00:07"",
            ""attraction"": ""Nevada Museum of Art, Reno; The Discovery, Reno."",
            ""accommodation"": ""Entire suite with breathtaking views of NYC, Reno""
        },
        {
            ""day"": 2,
            ""current_city"": ""Reno"",
            ""transportation"": ""-"",
            ""attraction"": ""National Automobile Museum, Reno; Fleischmann Planetarium, Reno; Rancho San Rafael Regional Park, Reno."",
            ""accommodation"": ""Entire suite with breathtaking views of NYC, Reno""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Reno to New York"",
            ""transportation"": ""Flight Number: F3765934, from Reno to New York, Departure Time: 01:59, Arrival Time: 10:10"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-24 to 2022-03-26, for 2 people, traveling from Milwaukee to New York with a budget of $1900. The room should be a(n) private room.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Milwaukee to New York"",
            ""transportation"": ""Flight Number: F3643145, from Milwaukee to New York, Departure Time: 05:55, Arrival Time: 09:17"",
            ""attraction"": ""Top of The Rock, New York"",
            ""accommodation"": ""Charming Bright Room in Bed Stuy Brownstone, New York""
        },
        {
            ""day"": 2,
            ""current_city"": ""New York"",
            ""transportation"": ""-"",
            ""attraction"": ""Empire State Building, New York; The High Line, New York"",
            ""accommodation"": ""Charming Bright Room in Bed Stuy Brownstone, New York""
        },
        {
            ""day"": 3,
            ""current_city"": ""from New York to Milwaukee"",
            ""transportation"": ""Flight Number: F3644990, from New York to Milwaukee, Departure Time: 15:20, Arrival Time: 16:27"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-12 to 2022-03-14, for 7 people, traveling from Salt Lake City to Burbank with a budget of $7600. The room should be a(n) entire room.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""From Salt Lake City to Burbank"",
            ""transportation"": ""Flight Number: F3846293, from Salt Lake City to Burbank, Departure Time: 15:29, Arrival Time: 16:21"",
            ""attraction"": ""Warner Bros. Studio Tour Hollywood, Burbank"",
            ""accommodation"": ""River View Apartment, Burbank""
        },
        {
            ""day"": 2,
            ""current_city"": ""Burbank"",
            ""transportation"": ""-"",
            ""attraction"": ""The Mystic Museum, Burbank; Burbank Aviation Museum, Burbank"",
            ""accommodation"": ""River View Apartment, Burbank""
        },
        {
            ""day"": 3,
            ""current_city"": ""From Burbank to Salt Lake City"",
            ""transportation"": ""Flight Number: F3848172, from Burbank to Salt Lake City, Departure Time: 07:17, Arrival Time: 10:05"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-29 to 2022-03-31, for 5 people, traveling from Manchester to Charlotte with a budget of $4800. The room should be a(n) entire room.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Manchester to Charlotte"",
            ""transportation"": ""Flight Number: F3785421, from Manchester to Charlotte, Departure Time: 14:16, Arrival Time: 16:46"",
            ""attraction"": ""The Charlotte Museum of History, Charlotte"",
            ""accommodation"": ""Entire home/apt: Luxury 2 bdr/2 bath prime Williamburg, Charlotte""
        },
        {
            ""day"": 2,
            ""current_city"": ""Charlotte"",
            ""transportation"": ""-"",
            ""attraction"": ""The Mint Museum, Charlotte; Romare Bearden Park, Charlotte"",
            ""accommodation"": ""Entire home/apt: Luxury 2 bdr/2 bath prime Williamburg, Charlotte""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Charlotte to Manchester"",
            ""transportation"": ""Flight Number: F3785397, from Charlotte to Manchester, Departure Time: 11:21, Arrival Time: 13:22"",
            ""attraction"": ""Books Monument, Charlotte"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-25 to 2022-03-27, for 4 people, traveling from Baton Rouge to Dallas with a budget of $5500. Accommodation must allow smoking.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Baton Rouge to Dallas"",
            ""transportation"": ""Flight Number: F3815330, from Baton Rouge to Dallas, Departure Time: 05:45, Arrival Time: 07:15"",
            ""attraction"": ""The Dallas World Aquarium, Dallas"",
            ""accommodation"": ""1498 Take it now you won't find better, Dallas""
        },
        {
            ""day"": 2,
            ""current_city"": ""Dallas"",
            ""transportation"": ""-"",
            ""attraction"": ""The Sixth Floor Museum at Dealey Plaza, Dallas; Reunion Tower, Dallas"",
            ""accommodation"": ""1498 Take it now you won't find better, Dallas""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Dallas to Baton Rouge"",
            ""transportation"": ""Flight Number: F3814165, from Dallas to Baton Rouge, Departure Time: 20:39, Arrival Time: 21:58"",
            ""attraction"": ""Pioneer Plaza, Dallas"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-23 to 2022-03-25, for 2 people, traveling from Panama City to Nashville with a budget of $2900. The room should be a(n) private room.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Panama City to Nashville"",
            ""transportation"": ""Flight Number: F3985881, from Panama City to Nashville, Departure Time: 18:07, Arrival Time: 19:13"",
            ""attraction"": ""Country Music Hall of Fame and Museum, Nashville"",
            ""accommodation"": ""Clean and large bedroom in a private house, Nashville""
        },
        {
            ""day"": 2,
            ""current_city"": ""Nashville"",
            ""transportation"": ""-"",
            ""attraction"": ""Nashville Zoo at Grassmere, Nashville; Ryman Auditorium, Nashville"",
            ""accommodation"": ""Clean and large bedroom in a private house, Nashville""
        },
        {
            ""day"": 3,
            ""current_city"": ""from Nashville to Panama City"",
            ""transportation"": ""Flight Number: F4012165, from Nashville to Panama City, Departure Time: 07:32, Arrival Time: 08:46"",
            ""attraction"": ""-"",
            ""accommodation"": ""-""
        }
    ]
}"

"Generate a 3-day travel itinerary from 2022-03-28 to 2022-03-30, for 2 people, traveling from Akron to Tampa with a budget of $2500.","{
    ""plan"": [
        {
            ""day"": 1,
            ""current_city"": ""from Akron to Tampa"",
            ""transportation"": ""Flight Number: F3620346, from Akron to Tampa, Departure Time: 19:40, Arrival Time: 21:47"",
            ""attraction"": ""The Florida Aquarium, Tampa; Busch Gardens Tampa Bay, Tampa."",
            ""accommodation"": ""Lovely Guestroom in Elevator Building, Tampa""
        },
        {
            ""day"": 2,
            ""current_city"": ""Tampa"",
            ""transportation"": ""-"",
            ""attraction"": ""Adventure Island, Tampa; Henry B. Plant Museum, Tampa; Museum of Science & Industry, Tampa."",
            ""accommodation"": ""Lovely Guestroom in Elevator Building, Tampa""
        }
    ]
}"

